Beta (v/c)	 Gamma 
0.4705		 1.13327 
0.4706		 1.13334 
0.4707		 1.13341 
0.4708		 1.13348 
0.4709		 1.13355 
0.471		 1.13362 
0.4711		 1.13368 
0.4712		 1.13375 
0.4713		 1.13382 
0.4714		 1.13389 
0.4715		 1.13396 
0.4716		 1.13403 
0.4717		 1.1341 
0.4718		 1.13417 
0.4719		 1.13423 
0.472		 1.1343 
0.4721		 1.13437 
0.4722		 1.13444 
0.4723		 1.13451 
0.4724		 1.13458 
0.4725		 1.13465 
0.4726		 1.13472 
0.4727		 1.13479 
0.4728		 1.13486 
0.4729		 1.13492 
0.473		 1.13499 
0.4731		 1.13506 
0.4732		 1.13513 
0.4733		 1.1352 
0.4734		 1.13527 
0.4735		 1.13534 
0.4736		 1.13541 
0.4737		 1.13548 
0.4738		 1.13555 
0.4739		 1.13562 
0.474		 1.13569 
0.4741		 1.13576 
0.4742		 1.13583 
0.4743		 1.13589 
0.4744		 1.13596 
0.4745		 1.13603 
0.4746		 1.1361 
0.4747		 1.13617 
0.4748		 1.13624 
0.4749		 1.13631 
0.475		 1.13638 
0.4751		 1.13645 
0.4752		 1.13652 
0.4753		 1.13659 
0.4754		 1.13666 
0.4755		 1.13673 
0.4756		 1.1368 
0.4757		 1.13687 
0.4758		 1.13694 
0.4759		 1.13701 
0.476		 1.13708 
0.4761		 1.13715 
0.4762		 1.13722 
0.4763		 1.13729 
0.4764		 1.13736 
0.4765		 1.13743 
0.4766		 1.1375 
0.4767		 1.13757 
0.4768		 1.13764 
0.4769		 1.13771 
0.477		 1.13778 
0.4771		 1.13785 
0.4772		 1.13792 
0.4773		 1.13799 
0.4774		 1.13806 
0.4775		 1.13813 
0.4776		 1.1382 
0.4777		 1.13827 
0.4778		 1.13834 
0.4779		 1.13842 
0.478		 1.13849 
0.4781		 1.13856 
0.4782		 1.13863 
0.4783		 1.1387 
0.4784		 1.13877 
0.4785		 1.13884 
0.4786		 1.13891 
0.4787		 1.13898 
0.4788		 1.13905 
0.4789		 1.13912 
0.479		 1.13919 
0.4791		 1.13926 
0.4792		 1.13933 
0.4793		 1.1394 
0.4794		 1.13948 
0.4795		 1.13955 
0.4796		 1.13962 
0.4797		 1.13969 
0.4798		 1.13976 
0.4799		 1.13983 
0.48		 1.1399 
0.4801		 1.13997 
0.4802		 1.14004 
0.4803		 1.14012 
0.4804		 1.14019 
0.4805		 1.14026 
0.4806		 1.14033 
0.4807		 1.1404 
0.4808		 1.14047 
0.4809		 1.14054 
0.481		 1.14061 
0.4811		 1.14069 
0.4812		 1.14076 
0.4813		 1.14083 
0.4814		 1.1409 
0.4815		 1.14097 
0.4816		 1.14104 
0.4817		 1.14111 
0.4818		 1.14119 
0.4819		 1.14126 
0.482		 1.14133 
0.4821		 1.1414 
0.4822		 1.14147 
0.4823		 1.14154 
0.4824		 1.14162 
0.4825		 1.14169 
0.4826		 1.14176 
0.4827		 1.14183 
0.4828		 1.1419 
0.4829		 1.14198 
0.483		 1.14205 
0.4831		 1.14212 
0.4832		 1.14219 
0.4833		 1.14226 
0.4834		 1.14234 
0.4835		 1.14241 
0.4836		 1.14248 
0.4837		 1.14255 
0.4838		 1.14262 
0.4839		 1.1427 
0.484		 1.14277 
0.4841		 1.14284 
0.4842		 1.14291 
0.4843		 1.14299 
0.4844		 1.14306 
0.4845		 1.14313 
0.4846		 1.1432 
0.4847		 1.14327 
0.4848		 1.14335 
0.4849		 1.14342 
0.485		 1.14349 
0.4851		 1.14356 
0.4852		 1.14364 
0.4853		 1.14371 
0.4854		 1.14378 
0.4855		 1.14386 
0.4856		 1.14393 
0.4857		 1.144 
0.4858		 1.14407 
0.4859		 1.14415 
0.486		 1.14422 
0.4861		 1.14429 
0.4862		 1.14436 
0.4863		 1.14444 
0.4864		 1.14451 
0.4865		 1.14458 
0.4866		 1.14466 
0.4867		 1.14473 
0.4868		 1.1448 
0.4869		 1.14488 
0.487		 1.14495 
0.4871		 1.14502 
0.4872		 1.14509 
0.4873		 1.14517 
0.4874		 1.14524 
0.4875		 1.14531 
0.4876		 1.14539 
0.4877		 1.14546 
0.4878		 1.14553 
0.4879		 1.14561 
0.488		 1.14568 
0.4881		 1.14575 
0.4882		 1.14583 
0.4883		 1.1459 
0.4884		 1.14597 
0.4885		 1.14605 
0.4886		 1.14612 
0.4887		 1.14619 
0.4888		 1.14627 
0.4889		 1.14634 
0.489		 1.14642 
0.4891		 1.14649 
0.4892		 1.14656 
0.4893		 1.14664 
0.4894		 1.14671 
0.4895		 1.14678 
0.4896		 1.14686 
0.4897		 1.14693 
0.4898		 1.14701 
0.4899		 1.14708 
0.49		 1.14715 
0.4901		 1.14723 
0.4902		 1.1473 
0.4903		 1.14738 
0.4904		 1.14745 
0.4905		 1.14752 
0.4906		 1.1476 
0.4907		 1.14767 
0.4908		 1.14775 
0.4909		 1.14782 
0.491		 1.1479 
0.4911		 1.14797 
0.4912		 1.14804 
0.4913		 1.14812 
0.4914		 1.14819 
0.4915		 1.14827 
0.4916		 1.14834 
0.4917		 1.14842 
0.4918		 1.14849 
0.4919		 1.14856 
0.492		 1.14864 
0.4921		 1.14871 
0.4922		 1.14879 
0.4923		 1.14886 
0.4924		 1.14894 
0.4925		 1.14901 
0.4926		 1.14909 
0.4927		 1.14916 
0.4928		 1.14924 
0.4929		 1.14931 
0.493		 1.14939 
0.4931		 1.14946 
0.4932		 1.14954 
0.4933		 1.14961 
0.4934		 1.14969 
0.4935		 1.14976 
0.4936		 1.14984 
0.4937		 1.14991 
0.4938		 1.14999 
0.4939		 1.15006 
0.494		 1.15014 
0.4941		 1.15021 
0.4942		 1.15029 
0.4943		 1.15036 
0.4944		 1.15044 
0.4945		 1.15051 
0.4946		 1.15059 
0.4947		 1.15066 
0.4948		 1.15074 
0.4949		 1.15081 
0.495		 1.15089 
0.4951		 1.15097 
0.4952		 1.15104 
0.4953		 1.15112 
0.4954		 1.15119 
0.4955		 1.15127 
0.4956		 1.15134 
0.4957		 1.15142 
0.4958		 1.15149 
0.4959		 1.15157 
0.496		 1.15165 
0.4961		 1.15172 
0.4962		 1.1518 
0.4963		 1.15187 
0.4964		 1.15195 
0.4965		 1.15202 
0.4966		 1.1521 
0.4967		 1.15218 
0.4968		 1.15225 
0.4969		 1.15233 
0.497		 1.1524 
0.4971		 1.15248 
0.4972		 1.15256 
0.4973		 1.15263 
0.4974		 1.15271 
0.4975		 1.15279 
0.4976		 1.15286 
0.4977		 1.15294 
0.4978		 1.15301 
0.4979		 1.15309 
0.498		 1.15317 
0.4981		 1.15324 
0.4982		 1.15332 
0.4983		 1.1534 
0.4984		 1.15347 
0.4985		 1.15355 
0.4986		 1.15363 
0.4987		 1.1537 
0.4988		 1.15378 
0.4989		 1.15386 
0.499		 1.15393 
0.4991		 1.15401 
0.4992		 1.15409 
0.4993		 1.15416 
0.4994		 1.15424 
0.4995		 1.15432 
0.4996		 1.15439 
0.4997		 1.15447 
0.4998		 1.15455 
0.4999		 1.15462 
0.5		 1.1547 
0.5001		 1.15478 
0.5002		 1.15485 
0.5003		 1.15493 
0.5004		 1.15501 
0.5005		 1.15509 
0.5006		 1.15516 
0.5007		 1.15524 
0.5008		 1.15532 
0.5009		 1.15539 
0.501		 1.15547 
0.5011		 1.15555 
0.5012		 1.15563 
0.5013		 1.1557 
0.5014		 1.15578 
0.5015		 1.15586 
0.5016		 1.15594 
0.5017		 1.15601 
0.5018		 1.15609 
0.5019		 1.15617 
0.502		 1.15625 
0.5021		 1.15632 
0.5022		 1.1564 
0.5023		 1.15648 
0.5024		 1.15656 
0.5025		 1.15663 
0.5026		 1.15671 
0.5027		 1.15679 
0.5028		 1.15687 
0.5029		 1.15695 
0.503		 1.15702 
0.5031		 1.1571 
0.5032		 1.15718 
0.5033		 1.15726 
0.5034		 1.15734 
0.5035		 1.15741 
0.5036		 1.15749 
0.5037		 1.15757 
0.5038		 1.15765 
0.5039		 1.15773 
0.504		 1.1578 
0.5041		 1.15788 
0.5042		 1.15796 
0.5043		 1.15804 
0.5044		 1.15812 
0.5045		 1.1582 
0.5046		 1.15827 
0.5047		 1.15835 
0.5048		 1.15843 
0.5049		 1.15851 
0.505		 1.15859 
0.5051		 1.15867 
0.5052		 1.15875 
0.5053		 1.15882 
0.5054		 1.1589 
0.5055		 1.15898 
0.5056		 1.15906 
0.5057		 1.15914 
0.5058		 1.15922 
0.5059		 1.1593 
0.506		 1.15938 
0.5061		 1.15945 
0.5062		 1.15953 
0.5063		 1.15961 
0.5064		 1.15969 
0.5065		 1.15977 
0.5066		 1.15985 
0.5067		 1.15993 
0.5068		 1.16001 
0.5069		 1.16009 
0.507		 1.16017 
0.5071		 1.16024 
0.5072		 1.16032 
0.5073		 1.1604 
0.5074		 1.16048 
0.5075		 1.16056 
0.5076		 1.16064 
0.5077		 1.16072 
0.5078		 1.1608 
0.5079		 1.16088 
0.508		 1.16096 
0.5081		 1.16104 
0.5082		 1.16112 
0.5083		 1.1612 
0.5084		 1.16128 
0.5085		 1.16136 
0.5086		 1.16144 
0.5087		 1.16152 
0.5088		 1.1616 
0.5089		 1.16168 
0.509		 1.16176 
0.5091		 1.16184 
0.5092		 1.16191 
0.5093		 1.16199 
0.5094		 1.16207 
0.5095		 1.16215 
0.5096		 1.16223 
0.5097		 1.16231 
0.5098		 1.16239 
0.5099		 1.16247 
0.51		 1.16255 
0.5101		 1.16264 
0.5102		 1.16272 
0.5103		 1.1628 
0.5104		 1.16288 
0.5105		 1.16296 
0.5106		 1.16304 
0.5107		 1.16312 
0.5108		 1.1632 
0.5109		 1.16328 
0.511		 1.16336 
0.5111		 1.16344 
0.5112		 1.16352 
0.5113		 1.1636 
0.5114		 1.16368 
0.5115		 1.16376 
0.5116		 1.16384 
0.5117		 1.16392 
0.5118		 1.164 
0.5119		 1.16408 
0.512		 1.16416 
0.5121		 1.16424 
0.5122		 1.16433 
0.5123		 1.16441 
0.5124		 1.16449 
0.5125		 1.16457 
0.5126		 1.16465 
0.5127		 1.16473 
0.5128		 1.16481 
0.5129		 1.16489 
0.513		 1.16497 
0.5131		 1.16505 
0.5132		 1.16514 
0.5133		 1.16522 
0.5134		 1.1653 
0.5135		 1.16538 
0.5136		 1.16546 
0.5137		 1.16554 
0.5138		 1.16562 
0.5139		 1.1657 
0.514		 1.16579 
0.5141		 1.16587 
0.5142		 1.16595 
0.5143		 1.16603 
0.5144		 1.16611 
0.5145		 1.16619 
0.5146		 1.16628 
0.5147		 1.16636 
0.5148		 1.16644 
0.5149		 1.16652 
0.515		 1.1666 
0.5151		 1.16668 
0.5152		 1.16677 
0.5153		 1.16685 
0.5154		 1.16693 
0.5155		 1.16701 
0.5156		 1.16709 
0.5157		 1.16718 
0.5158		 1.16726 
0.5159		 1.16734 
0.516		 1.16742 
0.5161		 1.1675 
0.5162		 1.16759 
0.5163		 1.16767 
0.5164		 1.16775 
0.5165		 1.16783 
0.5166		 1.16791 
0.5167		 1.168 
0.5168		 1.16808 
0.5169		 1.16816 
0.517		 1.16824 
0.5171		 1.16833 
0.5172		 1.16841 
0.5173		 1.16849 
0.5174		 1.16857 
0.5175		 1.16866 
0.5176		 1.16874 
0.5177		 1.16882 
0.5178		 1.1689 
0.5179		 1.16899 
0.518		 1.16907 
0.5181		 1.16915 
0.5182		 1.16924 
0.5183		 1.16932 
0.5184		 1.1694 
0.5185		 1.16948 
0.5186		 1.16957 
0.5187		 1.16965 
0.5188		 1.16973 
0.5189		 1.16982 
0.519		 1.1699 
0.5191		 1.16998 
0.5192		 1.17007 
0.5193		 1.17015 
0.5194		 1.17023 
0.5195		 1.17032 
0.5196		 1.1704 
0.5197		 1.17048 
0.5198		 1.17057 
0.5199		 1.17065 
0.52		 1.17073 
0.5201		 1.17082 
0.5202		 1.1709 
0.5203		 1.17098 
0.5204		 1.17107 
0.5205		 1.17115 
0.5206		 1.17123 
0.5207		 1.17132 
0.5208		 1.1714 
0.5209		 1.17148 
0.521		 1.17157 
0.5211		 1.17165 
0.5212		 1.17174 
0.5213		 1.17182 
0.5214		 1.1719 
0.5215		 1.17199 
0.5216		 1.17207 
0.5217		 1.17216 
0.5218		 1.17224 
0.5219		 1.17232 
0.522		 1.17241 
0.5221		 1.17249 
0.5222		 1.17258 
0.5223		 1.17266 
0.5224		 1.17274 
0.5225		 1.17283 
0.5226		 1.17291 
0.5227		 1.173 
0.5228		 1.17308 
0.5229		 1.17317 
0.523		 1.17325 
0.5231		 1.17334 
0.5232		 1.17342 
0.5233		 1.1735 
0.5234		 1.17359 
0.5235		 1.17367 
0.5236		 1.17376 
0.5237		 1.17384 
0.5238		 1.17393 
0.5239		 1.17401 
0.524		 1.1741 
0.5241		 1.17418 
0.5242		 1.17427 
0.5243		 1.17435 
0.5244		 1.17444 
0.5245		 1.17452 
0.5246		 1.17461 
0.5247		 1.17469 
0.5248		 1.17478 
0.5249		 1.17486 
0.525		 1.17495 
0.5251		 1.17503 
0.5252		 1.17512 
0.5253		 1.1752 
0.5254		 1.17529 
0.5255		 1.17537 
0.5256		 1.17546 
0.5257		 1.17554 
0.5258		 1.17563 
0.5259		 1.17571 
0.526		 1.1758 
0.5261		 1.17589 
0.5262		 1.17597 
0.5263		 1.17606 
0.5264		 1.17614 
0.5265		 1.17623 
0.5266		 1.17631 
0.5267		 1.1764 
0.5268		 1.17649 
0.5269		 1.17657 
0.527		 1.17666 
0.5271		 1.17674 
0.5272		 1.17683 
0.5273		 1.17691 
0.5274		 1.177 
0.5275		 1.17709 
0.5276		 1.17717 
0.5277		 1.17726 
0.5278		 1.17735 
0.5279		 1.17743 
0.528		 1.17752 
0.5281		 1.1776 
0.5282		 1.17769 
0.5283		 1.17778 
0.5284		 1.17786 
0.5285		 1.17795 
0.5286		 1.17804 
0.5287		 1.17812 
0.5288		 1.17821 
0.5289		 1.17829 
0.529		 1.17838 
0.5291		 1.17847 
0.5292		 1.17855 
0.5293		 1.17864 
0.5294		 1.17873 
0.5295		 1.17881 
0.5296		 1.1789 
0.5297		 1.17899 
0.5298		 1.17907 
0.5299		 1.17916 
0.53		 1.17925 
0.5301		 1.17934 
0.5302		 1.17942 
0.5303		 1.17951 
0.5304		 1.1796 
0.5305		 1.17968 
0.5306		 1.17977 
0.5307		 1.17986 
0.5308		 1.17995 
0.5309		 1.18003 
0.531		 1.18012 
0.5311		 1.18021 
0.5312		 1.18029 
0.5313		 1.18038 
0.5314		 1.18047 
0.5315		 1.18056 
0.5316		 1.18064 
0.5317		 1.18073 
0.5318		 1.18082 
0.5319		 1.18091 
0.532		 1.18099 
0.5321		 1.18108 
0.5322		 1.18117 
0.5323		 1.18126 
0.5324		 1.18134 
0.5325		 1.18143 
0.5326		 1.18152 
0.5327		 1.18161 
0.5328		 1.1817 
0.5329		 1.18178 
0.533		 1.18187 
0.5331		 1.18196 
0.5332		 1.18205 
0.5333		 1.18214 
0.5334		 1.18222 
0.5335		 1.18231 
0.5336		 1.1824 
0.5337		 1.18249 
0.5338		 1.18258 
0.5339		 1.18267 
0.534		 1.18275 
0.5341		 1.18284 
0.5342		 1.18293 
0.5343		 1.18302 
0.5344		 1.18311 
0.5345		 1.1832 
0.5346		 1.18328 
0.5347		 1.18337 
0.5348		 1.18346 
0.5349		 1.18355 
0.535		 1.18364 
0.5351		 1.18373 
0.5352		 1.18382 
0.5353		 1.18391 
0.5354		 1.18399 
0.5355		 1.18408 
0.5356		 1.18417 
0.5357		 1.18426 
0.5358		 1.18435 
0.5359		 1.18444 
0.536		 1.18453 
0.5361		 1.18462 
0.5362		 1.18471 
0.5363		 1.1848 
0.5364		 1.18488 
0.5365		 1.18497 
0.5366		 1.18506 
0.5367		 1.18515 
0.5368		 1.18524 
0.5369		 1.18533 
0.537		 1.18542 
0.5371		 1.18551 
0.5372		 1.1856 
0.5373		 1.18569 
0.5374		 1.18578 
0.5375		 1.18587 
0.5376		 1.18596 
0.5377		 1.18605 
0.5378		 1.18614 
0.5379		 1.18623 
0.538		 1.18632 
0.5381		 1.18641 
0.5382		 1.1865 
0.5383		 1.18659 
0.5384		 1.18668 
0.5385		 1.18677 
0.5386		 1.18686 
0.5387		 1.18695 
0.5388		 1.18704 
0.5389		 1.18713 
0.539		 1.18722 
0.5391		 1.18731 
0.5392		 1.1874 
0.5393		 1.18749 
0.5394		 1.18758 
0.5395		 1.18767 
0.5396		 1.18776 
0.5397		 1.18785 
0.5398		 1.18794 
0.5399		 1.18803 
0.54		 1.18812 
0.5401		 1.18821 
0.5402		 1.1883 
0.5403		 1.18839 
0.5404		 1.18848 
0.5405		 1.18857 
0.5406		 1.18867 
0.5407		 1.18876 
0.5408		 1.18885 
0.5409		 1.18894 
0.541		 1.18903 
0.5411		 1.18912 
0.5412		 1.18921 
0.5413		 1.1893 
0.5414		 1.18939 
0.5415		 1.18948 
0.5416		 1.18958 
0.5417		 1.18967 
0.5418		 1.18976 
0.5419		 1.18985 
0.542		 1.18994 
0.5421		 1.19003 
0.5422		 1.19012 
0.5423		 1.19021 
0.5424		 1.19031 
0.5425		 1.1904 
0.5426		 1.19049 
0.5427		 1.19058 
0.5428		 1.19067 
0.5429		 1.19076 
0.543		 1.19086 
0.5431		 1.19095 
0.5432		 1.19104 
0.5433		 1.19113 
0.5434		 1.19122 
0.5435		 1.19131 
0.5436		 1.19141 
0.5437		 1.1915 
0.5438		 1.19159 
0.5439		 1.19168 
0.544		 1.19177 
0.5441		 1.19187 
0.5442		 1.19196 
0.5443		 1.19205 
0.5444		 1.19214 
0.5445		 1.19223 
0.5446		 1.19233 
0.5447		 1.19242 
0.5448		 1.19251 
0.5449		 1.1926 
0.545		 1.1927 
0.5451		 1.19279 
0.5452		 1.19288 
0.5453		 1.19297 
0.5454		 1.19307 
0.5455		 1.19316 
0.5456		 1.19325 
0.5457		 1.19335 
0.5458		 1.19344 
0.5459		 1.19353 
0.546		 1.19362 
0.5461		 1.19372 
0.5462		 1.19381 
0.5463		 1.1939 
0.5464		 1.194 
0.5465		 1.19409 
0.5466		 1.19418 
0.5467		 1.19427 
0.5468		 1.19437 
0.5469		 1.19446 
0.547		 1.19455 
0.5471		 1.19465 
0.5472		 1.19474 
0.5473		 1.19483 
0.5474		 1.19493 
0.5475		 1.19502 
0.5476		 1.19511 
0.5477		 1.19521 
0.5478		 1.1953 
0.5479		 1.19539 
0.548		 1.19549 
0.5481		 1.19558 
0.5482		 1.19568 
0.5483		 1.19577 
0.5484		 1.19586 
0.5485		 1.19596 
0.5486		 1.19605 
0.5487		 1.19614 
0.5488		 1.19624 
0.5489		 1.19633 
0.549		 1.19643 
0.5491		 1.19652 
0.5492		 1.19661 
0.5493		 1.19671 
0.5494		 1.1968 
0.5495		 1.1969 
0.5496		 1.19699 
0.5497		 1.19709 
0.5498		 1.19718 
0.5499		 1.19727 
0.55		 1.19737 
0.5501		 1.19746 
0.5502		 1.19756 
0.5503		 1.19765 
0.5504		 1.19775 
0.5505		 1.19784 
0.5506		 1.19794 
0.5507		 1.19803 
0.5508		 1.19813 
0.5509		 1.19822 
0.551		 1.19831 
0.5511		 1.19841 
0.5512		 1.1985 
0.5513		 1.1986 
0.5514		 1.19869 
0.5515		 1.19879 
0.5516		 1.19888 
0.5517		 1.19898 
0.5518		 1.19907 
0.5519		 1.19917 
0.552		 1.19926 
0.5521		 1.19936 
0.5522		 1.19946 
0.5523		 1.19955 
0.5524		 1.19965 
0.5525		 1.19974 
0.5526		 1.19984 
0.5527		 1.19993 
0.5528		 1.20003 
0.5529		 1.20012 
0.553		 1.20022 
0.5531		 1.20031 
0.5532		 1.20041 
0.5533		 1.20051 
0.5534		 1.2006 
0.5535		 1.2007 
0.5536		 1.20079 
0.5537		 1.20089 
0.5538		 1.20099 
0.5539		 1.20108 
0.554		 1.20118 
0.5541		 1.20127 
0.5542		 1.20137 
0.5543		 1.20147 
0.5544		 1.20156 
0.5545		 1.20166 
0.5546		 1.20175 
0.5547		 1.20185 
0.5548		 1.20195 
0.5549		 1.20204 
0.555		 1.20214 
0.5551		 1.20224 
0.5552		 1.20233 
0.5553		 1.20243 
0.5554		 1.20253 
0.5555		 1.20262 
0.5556		 1.20272 
0.5557		 1.20282 
0.5558		 1.20291 
0.5559		 1.20301 
0.556		 1.20311 
0.5561		 1.2032 
0.5562		 1.2033 
0.5563		 1.2034 
0.5564		 1.20349 
0.5565		 1.20359 
0.5566		 1.20369 
0.5567		 1.20378 
0.5568		 1.20388 
0.5569		 1.20398 
0.557		 1.20408 
0.5571		 1.20417 
0.5572		 1.20427 
0.5573		 1.20437 
0.5574		 1.20447 
0.5575		 1.20456 
0.5576		 1.20466 
0.5577		 1.20476 
0.5578		 1.20485 
0.5579		 1.20495 
0.558		 1.20505 
0.5581		 1.20515 
0.5582		 1.20525 
0.5583		 1.20534 
0.5584		 1.20544 
0.5585		 1.20554 
0.5586		 1.20564 
0.5587		 1.20573 
0.5588		 1.20583 
0.5589		 1.20593 
0.559		 1.20603 
0.5591		 1.20613 
0.5592		 1.20622 
0.5593		 1.20632 
0.5594		 1.20642 
0.5595		 1.20652 
0.5596		 1.20662 
0.5597		 1.20672 
0.5598		 1.20681 
0.5599		 1.20691 
0.56		 1.20701 
0.5601		 1.20711 
0.5602		 1.20721 
0.5603		 1.20731 
0.5604		 1.20741 
0.5605		 1.2075 
0.5606		 1.2076 
0.5607		 1.2077 
0.5608		 1.2078 
0.5609		 1.2079 
0.561		 1.208 
0.5611		 1.2081 
0.5612		 1.2082 
0.5613		 1.2083 
0.5614		 1.20839 
0.5615		 1.20849 
0.5616		 1.20859 
0.5617		 1.20869 
0.5618		 1.20879 
0.5619		 1.20889 
0.562		 1.20899 
0.5621		 1.20909 
0.5622		 1.20919 
0.5623		 1.20929 
0.5624		 1.20939 
0.5625		 1.20949 
0.5626		 1.20959 
0.5627		 1.20969 
0.5628		 1.20979 
0.5629		 1.20988 
0.563		 1.20998 
0.5631		 1.21008 
0.5632		 1.21018 
0.5633		 1.21028 
0.5634		 1.21038 
0.5635		 1.21048 
0.5636		 1.21058 
0.5637		 1.21068 
0.5638		 1.21078 
0.5639		 1.21088 
0.564		 1.21098 
0.5641		 1.21108 
0.5642		 1.21118 
0.5643		 1.21128 
0.5644		 1.21138 
0.5645		 1.21149 
0.5646		 1.21159 
0.5647		 1.21169 
0.5648		 1.21179 
0.5649		 1.21189 
0.565		 1.21199 
0.5651		 1.21209 
0.5652		 1.21219 
0.5653		 1.21229 
0.5654		 1.21239 
0.5655		 1.21249 
0.5656		 1.21259 
0.5657		 1.21269 
0.5658		 1.21279 
0.5659		 1.21289 
0.566		 1.213 
0.5661		 1.2131 
0.5662		 1.2132 
0.5663		 1.2133 
0.5664		 1.2134 
0.5665		 1.2135 
0.5666		 1.2136 
0.5667		 1.2137 
0.5668		 1.21381 
0.5669		 1.21391 
0.567		 1.21401 
0.5671		 1.21411 
0.5672		 1.21421 
0.5673		 1.21431 
0.5674		 1.21441 
0.5675		 1.21452 
0.5676		 1.21462 
0.5677		 1.21472 
0.5678		 1.21482 
0.5679		 1.21492 
0.568		 1.21502 
0.5681		 1.21513 
0.5682		 1.21523 
0.5683		 1.21533 
0.5684		 1.21543 
0.5685		 1.21553 
0.5686		 1.21564 
0.5687		 1.21574 
0.5688		 1.21584 
0.5689		 1.21594 
0.569		 1.21605 
0.5691		 1.21615 
0.5692		 1.21625 
0.5693		 1.21635 
0.5694		 1.21646 
0.5695		 1.21656 
0.5696		 1.21666 
0.5697		 1.21676 
0.5698		 1.21687 
0.5699		 1.21697 
0.57		 1.21707 
0.5701		 1.21717 
0.5702		 1.21728 
0.5703		 1.21738 
0.5704		 1.21748 
0.5705		 1.21759 
0.5706		 1.21769 
0.5707		 1.21779 
0.5708		 1.21789 
0.5709		 1.218 
0.571		 1.2181 
0.5711		 1.2182 
0.5712		 1.21831 
0.5713		 1.21841 
0.5714		 1.21851 
0.5715		 1.21862 
0.5716		 1.21872 
0.5717		 1.21882 
0.5718		 1.21893 
0.5719		 1.21903 
0.572		 1.21914 
0.5721		 1.21924 
0.5722		 1.21934 
0.5723		 1.21945 
0.5724		 1.21955 
0.5725		 1.21965 
0.5726		 1.21976 
0.5727		 1.21986 
0.5728		 1.21997 
0.5729		 1.22007 
0.573		 1.22017 
0.5731		 1.22028 
0.5732		 1.22038 
0.5733		 1.22049 
0.5734		 1.22059 
0.5735		 1.22069 
0.5736		 1.2208 
0.5737		 1.2209 
0.5738		 1.22101 
0.5739		 1.22111 
0.574		 1.22122 
0.5741		 1.22132 
0.5742		 1.22143 
0.5743		 1.22153 
0.5744		 1.22164 
0.5745		 1.22174 
0.5746		 1.22185 
0.5747		 1.22195 
0.5748		 1.22205 
0.5749		 1.22216 
0.575		 1.22226 
0.5751		 1.22237 
0.5752		 1.22247 
0.5753		 1.22258 
0.5754		 1.22269 
0.5755		 1.22279 
0.5756		 1.2229 
0.5757		 1.223 
0.5758		 1.22311 
0.5759		 1.22321 
0.576		 1.22332 
0.5761		 1.22342 
0.5762		 1.22353 
0.5763		 1.22363 
0.5764		 1.22374 
0.5765		 1.22384 
0.5766		 1.22395 
0.5767		 1.22406 
0.5768		 1.22416 
0.5769		 1.22427 
0.577		 1.22437 
0.5771		 1.22448 
0.5772		 1.22459 
0.5773		 1.22469 
0.5774		 1.2248 
0.5775		 1.2249 
0.5776		 1.22501 
0.5777		 1.22512 
0.5778		 1.22522 
0.5779		 1.22533 
0.578		 1.22543 
0.5781		 1.22554 
0.5782		 1.22565 
0.5783		 1.22575 
0.5784		 1.22586 
0.5785		 1.22597 
0.5786		 1.22607 
0.5787		 1.22618 
0.5788		 1.22629 
0.5789		 1.22639 
0.579		 1.2265 
0.5791		 1.22661 
0.5792		 1.22671 
0.5793		 1.22682 
0.5794		 1.22693 
0.5795		 1.22704 
0.5796		 1.22714 
0.5797		 1.22725 
0.5798		 1.22736 
0.5799		 1.22746 
0.58		 1.22757 
0.5801		 1.22768 
0.5802		 1.22779 
0.5803		 1.22789 
0.5804		 1.228 
0.5805		 1.22811 
0.5806		 1.22822 
0.5807		 1.22832 
0.5808		 1.22843 
0.5809		 1.22854 
0.581		 1.22865 
0.5811		 1.22875 
0.5812		 1.22886 
0.5813		 1.22897 
0.5814		 1.22908 
0.5815		 1.22919 
0.5816		 1.22929 
0.5817		 1.2294 
0.5818		 1.22951 
0.5819		 1.22962 
0.582		 1.22973 
0.5821		 1.22984 
0.5822		 1.22994 
0.5823		 1.23005 
0.5824		 1.23016 
0.5825		 1.23027 
0.5826		 1.23038 
0.5827		 1.23049 
0.5828		 1.23059 
0.5829		 1.2307 
0.583		 1.23081 
0.5831		 1.23092 
0.5832		 1.23103 
0.5833		 1.23114 
0.5834		 1.23125 
0.5835		 1.23136 
0.5836		 1.23146 
0.5837		 1.23157 
0.5838		 1.23168 
0.5839		 1.23179 
0.584		 1.2319 
0.5841		 1.23201 
0.5842		 1.23212 
0.5843		 1.23223 
0.5844		 1.23234 
0.5845		 1.23245 
0.5846		 1.23256 
0.5847		 1.23267 
0.5848		 1.23278 
0.5849		 1.23289 
0.585		 1.233 
0.5851		 1.2331 
0.5852		 1.23321 
0.5853		 1.23332 
0.5854		 1.23343 
0.5855		 1.23354 
0.5856		 1.23365 
0.5857		 1.23376 
0.5858		 1.23387 
0.5859		 1.23398 
0.586		 1.23409 
0.5861		 1.2342 
0.5862		 1.23431 
0.5863		 1.23442 
0.5864		 1.23453 
0.5865		 1.23465 
0.5866		 1.23476 
0.5867		 1.23487 
0.5868		 1.23498 
0.5869		 1.23509 
0.587		 1.2352 
0.5871		 1.23531 
0.5872		 1.23542 
0.5873		 1.23553 
0.5874		 1.23564 
0.5875		 1.23575 
0.5876		 1.23586 
0.5877		 1.23597 
0.5878		 1.23608 
0.5879		 1.2362 
0.588		 1.23631 
