Beta (v/c)	 Gamma 
0.8233		 1.76178 
0.8234		 1.76223 
0.8235		 1.76269 
0.8236		 1.76314 
0.8237		 1.76359 
0.8238		 1.76404 
0.8239		 1.76449 
0.824		 1.76495 
0.8241		 1.7654 
0.8242		 1.76585 
0.8243		 1.76631 
0.8244		 1.76676 
0.8245		 1.76722 
0.8246		 1.76767 
0.8247		 1.76813 
0.8248		 1.76858 
0.8249		 1.76904 
0.825		 1.7695 
0.8251		 1.76995 
0.8252		 1.77041 
0.8253		 1.77087 
0.8254		 1.77133 
0.8255		 1.77179 
0.8256		 1.77225 
0.8257		 1.77271 
0.8258		 1.77317 
0.8259		 1.77363 
0.826		 1.77409 
0.8261		 1.77455 
0.8262		 1.77501 
0.8263		 1.77547 
0.8264		 1.77594 
0.8265		 1.7764 
0.8266		 1.77686 
0.8267		 1.77733 
0.8268		 1.77779 
0.8269		 1.77826 
0.827		 1.77872 
0.8271		 1.77919 
0.8272		 1.77965 
0.8273		 1.78012 
0.8274		 1.78059 
0.8275		 1.78105 
0.8276		 1.78152 
0.8277		 1.78199 
0.8278		 1.78246 
0.8279		 1.78293 
0.828		 1.7834 
0.8281		 1.78387 
0.8282		 1.78434 
0.8283		 1.78481 
0.8284		 1.78528 
0.8285		 1.78575 
0.8286		 1.78622 
0.8287		 1.78669 
0.8288		 1.78717 
0.8289		 1.78764 
0.829		 1.78811 
0.8291		 1.78859 
0.8292		 1.78906 
0.8293		 1.78954 
0.8294		 1.79001 
0.8295		 1.79049 
0.8296		 1.79097 
0.8297		 1.79144 
0.8298		 1.79192 
0.8299		 1.7924 
0.83		 1.79287 
0.8301		 1.79335 
0.8302		 1.79383 
0.8303		 1.79431 
0.8304		 1.79479 
0.8305		 1.79527 
0.8306		 1.79575 
0.8307		 1.79623 
0.8308		 1.79672 
0.8309		 1.7972 
0.831		 1.79768 
0.8311		 1.79816 
0.8312		 1.79865 
0.8313		 1.79913 
0.8314		 1.79962 
0.8315		 1.8001 
0.8316		 1.80059 
0.8317		 1.80107 
0.8318		 1.80156 
0.8319		 1.80204 
0.832		 1.80253 
0.8321		 1.80302 
0.8322		 1.80351 
0.8323		 1.80399 
0.8324		 1.80448 
0.8325		 1.80497 
0.8326		 1.80546 
0.8327		 1.80595 
0.8328		 1.80644 
0.8329		 1.80693 
0.833		 1.80743 
0.8331		 1.80792 
0.8332		 1.80841 
0.8333		 1.8089 
0.8334		 1.8094 
0.8335		 1.80989 
0.8336		 1.81039 
0.8337		 1.81088 
0.8338		 1.81138 
0.8339		 1.81187 
0.834		 1.81237 
0.8341		 1.81286 
0.8342		 1.81336 
0.8343		 1.81386 
0.8344		 1.81436 
0.8345		 1.81486 
0.8346		 1.81535 
0.8347		 1.81585 
0.8348		 1.81635 
0.8349		 1.81685 
0.835		 1.81736 
0.8351		 1.81786 
0.8352		 1.81836 
0.8353		 1.81886 
0.8354		 1.81936 
0.8355		 1.81987 
0.8356		 1.82037 
0.8357		 1.82088 
0.8358		 1.82138 
0.8359		 1.82189 
0.836		 1.82239 
0.8361		 1.8229 
0.8362		 1.8234 
0.8363		 1.82391 
0.8364		 1.82442 
0.8365		 1.82493 
0.8366		 1.82544 
0.8367		 1.82595 
0.8368		 1.82646 
0.8369		 1.82697 
0.837		 1.82748 
0.8371		 1.82799 
0.8372		 1.8285 
0.8373		 1.82901 
0.8374		 1.82952 
0.8375		 1.83004 
0.8376		 1.83055 
0.8377		 1.83106 
0.8378		 1.83158 
0.8379		 1.83209 
0.838		 1.83261 
0.8381		 1.83312 
0.8382		 1.83364 
0.8383		 1.83416 
0.8384		 1.83468 
0.8385		 1.83519 
0.8386		 1.83571 
0.8387		 1.83623 
0.8388		 1.83675 
0.8389		 1.83727 
0.839		 1.83779 
0.8391		 1.83831 
0.8392		 1.83883 
0.8393		 1.83936 
0.8394		 1.83988 
0.8395		 1.8404 
0.8396		 1.84093 
0.8397		 1.84145 
0.8398		 1.84197 
0.8399		 1.8425 
0.84		 1.84302 
0.8401		 1.84355 
0.8402		 1.84408 
0.8403		 1.8446 
0.8404		 1.84513 
0.8405		 1.84566 
0.8406		 1.84619 
0.8407		 1.84672 
0.8408		 1.84725 
0.8409		 1.84778 
0.841		 1.84831 
0.8411		 1.84884 
0.8412		 1.84937 
0.8413		 1.8499 
0.8414		 1.85044 
0.8415		 1.85097 
0.8416		 1.8515 
0.8417		 1.85204 
0.8418		 1.85257 
0.8419		 1.85311 
0.842		 1.85365 
0.8421		 1.85418 
0.8422		 1.85472 
0.8423		 1.85526 
0.8424		 1.85579 
0.8425		 1.85633 
0.8426		 1.85687 
0.8427		 1.85741 
0.8428		 1.85795 
0.8429		 1.85849 
0.843		 1.85903 
0.8431		 1.85958 
0.8432		 1.86012 
0.8433		 1.86066 
0.8434		 1.86121 
0.8435		 1.86175 
0.8436		 1.86229 
0.8437		 1.86284 
0.8438		 1.86338 
0.8439		 1.86393 
0.844		 1.86448 
0.8441		 1.86503 
0.8442		 1.86557 
0.8443		 1.86612 
0.8444		 1.86667 
0.8445		 1.86722 
0.8446		 1.86777 
0.8447		 1.86832 
0.8448		 1.86887 
0.8449		 1.86942 
0.845		 1.86998 
0.8451		 1.87053 
0.8452		 1.87108 
0.8453		 1.87164 
0.8454		 1.87219 
0.8455		 1.87275 
0.8456		 1.8733 
0.8457		 1.87386 
0.8458		 1.87441 
0.8459		 1.87497 
0.846		 1.87553 
0.8461		 1.87609 
0.8462		 1.87665 
0.8463		 1.87721 
0.8464		 1.87777 
0.8465		 1.87833 
0.8466		 1.87889 
0.8467		 1.87945 
0.8468		 1.88001 
0.8469		 1.88058 
0.847		 1.88114 
0.8471		 1.8817 
0.8472		 1.88227 
0.8473		 1.88283 
0.8474		 1.8834 
0.8475		 1.88397 
0.8476		 1.88453 
0.8477		 1.8851 
0.8478		 1.88567 
0.8479		 1.88624 
0.848		 1.88681 
0.8481		 1.88738 
0.8482		 1.88795 
0.8483		 1.88852 
0.8484		 1.88909 
0.8485		 1.88966 
0.8486		 1.89023 
0.8487		 1.89081 
0.8488		 1.89138 
0.8489		 1.89196 
0.849		 1.89253 
0.8491		 1.89311 
0.8492		 1.89368 
0.8493		 1.89426 
0.8494		 1.89484 
0.8495		 1.89542 
0.8496		 1.89599 
0.8497		 1.89657 
0.8498		 1.89715 
0.8499		 1.89773 
0.85		 1.89832 
0.8501		 1.8989 
0.8502		 1.89948 
0.8503		 1.90006 
0.8504		 1.90065 
0.8505		 1.90123 
0.8506		 1.90182 
0.8507		 1.9024 
0.8508		 1.90299 
0.8509		 1.90357 
0.851		 1.90416 
0.8511		 1.90475 
0.8512		 1.90534 
0.8513		 1.90593 
0.8514		 1.90652 
0.8515		 1.90711 
0.8516		 1.9077 
0.8517		 1.90829 
0.8518		 1.90888 
0.8519		 1.90947 
0.852		 1.91007 
0.8521		 1.91066 
0.8522		 1.91126 
0.8523		 1.91185 
0.8524		 1.91245 
0.8525		 1.91304 
0.8526		 1.91364 
0.8527		 1.91424 
0.8528		 1.91484 
0.8529		 1.91544 
0.853		 1.91604 
0.8531		 1.91664 
0.8532		 1.91724 
0.8533		 1.91784 
0.8534		 1.91844 
0.8535		 1.91904 
0.8536		 1.91965 
0.8537		 1.92025 
0.8538		 1.92086 
0.8539		 1.92146 
0.854		 1.92207 
0.8541		 1.92267 
0.8542		 1.92328 
0.8543		 1.92389 
0.8544		 1.9245 
0.8545		 1.92511 
0.8546		 1.92572 
0.8547		 1.92633 
0.8548		 1.92694 
0.8549		 1.92755 
0.855		 1.92816 
0.8551		 1.92878 
0.8552		 1.92939 
0.8553		 1.93001 
0.8554		 1.93062 
0.8555		 1.93124 
0.8556		 1.93185 
0.8557		 1.93247 
0.8558		 1.93309 
0.8559		 1.93371 
0.856		 1.93433 
0.8561		 1.93495 
0.8562		 1.93557 
0.8563		 1.93619 
0.8564		 1.93681 
0.8565		 1.93743 
0.8566		 1.93806 
0.8567		 1.93868 
0.8568		 1.9393 
0.8569		 1.93993 
0.857		 1.94056 
0.8571		 1.94118 
0.8572		 1.94181 
0.8573		 1.94244 
0.8574		 1.94307 
0.8575		 1.9437 
0.8576		 1.94433 
0.8577		 1.94496 
0.8578		 1.94559 
0.8579		 1.94622 
0.858		 1.94685 
0.8581		 1.94749 
0.8582		 1.94812 
0.8583		 1.94875 
0.8584		 1.94939 
0.8585		 1.95003 
0.8586		 1.95066 
0.8587		 1.9513 
0.8588		 1.95194 
0.8589		 1.95258 
0.859		 1.95322 
0.8591		 1.95386 
0.8592		 1.9545 
0.8593		 1.95514 
0.8594		 1.95578 
0.8595		 1.95643 
0.8596		 1.95707 
0.8597		 1.95772 
0.8598		 1.95836 
0.8599		 1.95901 
0.86		 1.95965 
0.8601		 1.9603 
0.8602		 1.96095 
0.8603		 1.9616 
0.8604		 1.96225 
0.8605		 1.9629 
0.8606		 1.96355 
0.8607		 1.9642 
0.8608		 1.96486 
0.8609		 1.96551 
0.861		 1.96616 
0.8611		 1.96682 
0.8612		 1.96747 
0.8613		 1.96813 
0.8614		 1.96879 
0.8615		 1.96944 
0.8616		 1.9701 
0.8617		 1.97076 
0.8618		 1.97142 
0.8619		 1.97208 
0.862		 1.97274 
0.8621		 1.97341 
0.8622		 1.97407 
0.8623		 1.97473 
0.8624		 1.9754 
0.8625		 1.97606 
0.8626		 1.97673 
0.8627		 1.97739 
0.8628		 1.97806 
0.8629		 1.97873 
0.863		 1.9794 
0.8631		 1.98007 
0.8632		 1.98074 
0.8633		 1.98141 
0.8634		 1.98208 
0.8635		 1.98275 
0.8636		 1.98343 
0.8637		 1.9841 
0.8638		 1.98478 
0.8639		 1.98545 
0.864		 1.98613 
0.8641		 1.98681 
0.8642		 1.98749 
0.8643		 1.98816 
0.8644		 1.98884 
0.8645		 1.98952 
0.8646		 1.99021 
0.8647		 1.99089 
0.8648		 1.99157 
0.8649		 1.99225 
0.865		 1.99294 
0.8651		 1.99362 
0.8652		 1.99431 
0.8653		 1.995 
0.8654		 1.99568 
0.8655		 1.99637 
0.8656		 1.99706 
0.8657		 1.99775 
0.8658		 1.99844 
0.8659		 1.99913 
0.866		 1.99982 
0.8661		 2.00052 
0.8662		 2.00121 
0.8663		 2.00191 
0.8664		 2.0026 
0.8665		 2.0033 
0.8666		 2.00399 
0.8667		 2.00469 
0.8668		 2.00539 
0.8669		 2.00609 
0.867		 2.00679 
0.8671		 2.00749 
0.8672		 2.00819 
0.8673		 2.0089 
0.8674		 2.0096 
0.8675		 2.0103 
0.8676		 2.01101 
0.8677		 2.01172 
0.8678		 2.01242 
0.8679		 2.01313 
0.868		 2.01384 
0.8681		 2.01455 
0.8682		 2.01526 
0.8683		 2.01597 
0.8684		 2.01668 
0.8685		 2.01739 
0.8686		 2.01811 
0.8687		 2.01882 
0.8688		 2.01954 
0.8689		 2.02025 
0.869		 2.02097 
0.8691		 2.02169 
0.8692		 2.02241 
0.8693		 2.02312 
0.8694		 2.02385 
0.8695		 2.02457 
0.8696		 2.02529 
0.8697		 2.02601 
0.8698		 2.02673 
0.8699		 2.02746 
0.87		 2.02818 
0.8701		 2.02891 
0.8702		 2.02964 
0.8703		 2.03037 
0.8704		 2.0311 
0.8705		 2.03182 
0.8706		 2.03256 
0.8707		 2.03329 
0.8708		 2.03402 
0.8709		 2.03475 
0.871		 2.03549 
0.8711		 2.03622 
0.8712		 2.03696 
0.8713		 2.03769 
0.8714		 2.03843 
0.8715		 2.03917 
0.8716		 2.03991 
0.8717		 2.04065 
0.8718		 2.04139 
0.8719		 2.04213 
0.872		 2.04288 
0.8721		 2.04362 
0.8722		 2.04437 
0.8723		 2.04511 
0.8724		 2.04586 
0.8725		 2.0466 
0.8726		 2.04735 
0.8727		 2.0481 
0.8728		 2.04885 
0.8729		 2.0496 
0.873		 2.05036 
0.8731		 2.05111 
0.8732		 2.05186 
0.8733		 2.05262 
0.8734		 2.05337 
0.8735		 2.05413 
0.8736		 2.05489 
0.8737		 2.05565 
0.8738		 2.05641 
0.8739		 2.05717 
0.874		 2.05793 
0.8741		 2.05869 
0.8742		 2.05945 
0.8743		 2.06022 
0.8744		 2.06098 
0.8745		 2.06175 
0.8746		 2.06251 
0.8747		 2.06328 
0.8748		 2.06405 
0.8749		 2.06482 
0.875		 2.06559 
0.8751		 2.06636 
0.8752		 2.06714 
0.8753		 2.06791 
0.8754		 2.06868 
0.8755		 2.06946 
0.8756		 2.07024 
0.8757		 2.07101 
0.8758		 2.07179 
0.8759		 2.07257 
0.876		 2.07335 
0.8761		 2.07413 
0.8762		 2.07491 
0.8763		 2.0757 
0.8764		 2.07648 
0.8765		 2.07727 
0.8766		 2.07805 
0.8767		 2.07884 
0.8768		 2.07963 
0.8769		 2.08042 
0.877		 2.08121 
0.8771		 2.082 
0.8772		 2.08279 
0.8773		 2.08358 
0.8774		 2.08438 
0.8775		 2.08517 
0.8776		 2.08597 
0.8777		 2.08677 
0.8778		 2.08756 
0.8779		 2.08836 
0.878		 2.08916 
0.8781		 2.08996 
0.8782		 2.09077 
0.8783		 2.09157 
0.8784		 2.09237 
0.8785		 2.09318 
0.8786		 2.09398 
0.8787		 2.09479 
0.8788		 2.0956 
0.8789		 2.09641 
0.879		 2.09722 
0.8791		 2.09803 
0.8792		 2.09884 
0.8793		 2.09966 
0.8794		 2.10047 
0.8795		 2.10129 
0.8796		 2.1021 
0.8797		 2.10292 
0.8798		 2.10374 
0.8799		 2.10456 
0.88		 2.10538 
0.8801		 2.1062 
0.8802		 2.10702 
0.8803		 2.10785 
0.8804		 2.10867 
0.8805		 2.1095 
0.8806		 2.11033 
0.8807		 2.11115 
0.8808		 2.11198 
0.8809		 2.11281 
0.881		 2.11365 
0.8811		 2.11448 
0.8812		 2.11531 
0.8813		 2.11615 
0.8814		 2.11698 
0.8815		 2.11782 
0.8816		 2.11866 
0.8817		 2.1195 
0.8818		 2.12034 
0.8819		 2.12118 
0.882		 2.12202 
0.8821		 2.12286 
0.8822		 2.12371 
0.8823		 2.12455 
0.8824		 2.1254 
0.8825		 2.12625 
0.8826		 2.1271 
0.8827		 2.12795 
0.8828		 2.1288 
0.8829		 2.12965 
0.883		 2.1305 
0.8831		 2.13136 
0.8832		 2.13221 
0.8833		 2.13307 
0.8834		 2.13393 
0.8835		 2.13479 
0.8836		 2.13565 
0.8837		 2.13651 
0.8838		 2.13737 
0.8839		 2.13823 
0.884		 2.1391 
0.8841		 2.13996 
0.8842		 2.14083 
0.8843		 2.1417 
0.8844		 2.14257 
0.8845		 2.14344 
0.8846		 2.14431 
0.8847		 2.14518 
0.8848		 2.14606 
0.8849		 2.14693 
0.885		 2.14781 
0.8851		 2.14869 
0.8852		 2.14956 
0.8853		 2.15044 
0.8854		 2.15132 
0.8855		 2.15221 
0.8856		 2.15309 
0.8857		 2.15397 
0.8858		 2.15486 
0.8859		 2.15575 
0.886		 2.15664 
0.8861		 2.15752 
0.8862		 2.15842 
0.8863		 2.15931 
0.8864		 2.1602 
0.8865		 2.16109 
0.8866		 2.16199 
0.8867		 2.16289 
0.8868		 2.16378 
0.8869		 2.16468 
0.887		 2.16558 
0.8871		 2.16648 
0.8872		 2.16739 
0.8873		 2.16829 
0.8874		 2.1692 
0.8875		 2.1701 
0.8876		 2.17101 
0.8877		 2.17192 
0.8878		 2.17283 
0.8879		 2.17374 
0.888		 2.17465 
0.8881		 2.17557 
0.8882		 2.17648 
0.8883		 2.1774 
0.8884		 2.17832 
0.8885		 2.17924 
0.8886		 2.18016 
0.8887		 2.18108 
0.8888		 2.182 
0.8889		 2.18292 
0.889		 2.18385 
0.8891		 2.18478 
0.8892		 2.1857 
0.8893		 2.18663 
0.8894		 2.18756 
0.8895		 2.18849 
0.8896		 2.18943 
0.8897		 2.19036 
0.8898		 2.1913 
0.8899		 2.19223 
0.89		 2.19317 
0.8901		 2.19411 
0.8902		 2.19505 
0.8903		 2.19599 
0.8904		 2.19694 
0.8905		 2.19788 
0.8906		 2.19883 
0.8907		 2.19978 
0.8908		 2.20073 
0.8909		 2.20168 
0.891		 2.20263 
0.8911		 2.20358 
0.8912		 2.20453 
0.8913		 2.20549 
0.8914		 2.20645 
0.8915		 2.2074 
0.8916		 2.20836 
0.8917		 2.20933 
0.8918		 2.21029 
0.8919		 2.21125 
0.892		 2.21222 
0.8921		 2.21318 
0.8922		 2.21415 
0.8923		 2.21512 
0.8924		 2.21609 
0.8925		 2.21706 
0.8926		 2.21804 
0.8927		 2.21901 
0.8928		 2.21999 
0.8929		 2.22096 
0.893		 2.22194 
0.8931		 2.22292 
0.8932		 2.2239 
0.8933		 2.22489 
0.8934		 2.22587 
0.8935		 2.22686 
0.8936		 2.22785 
0.8937		 2.22883 
0.8938		 2.22982 
0.8939		 2.23082 
0.894		 2.23181 
0.8941		 2.2328 
0.8942		 2.2338 
0.8943		 2.2348 
0.8944		 2.2358 
0.8945		 2.2368 
0.8946		 2.2378 
0.8947		 2.2388 
0.8948		 2.23981 
0.8949		 2.24081 
0.895		 2.24182 
0.8951		 2.24283 
0.8952		 2.24384 
0.8953		 2.24485 
0.8954		 2.24587 
0.8955		 2.24688 
0.8956		 2.2479 
0.8957		 2.24891 
0.8958		 2.24993 
0.8959		 2.25096 
0.896		 2.25198 
0.8961		 2.253 
0.8962		 2.25403 
0.8963		 2.25505 
0.8964		 2.25608 
0.8965		 2.25711 
0.8966		 2.25815 
0.8967		 2.25918 
0.8968		 2.26021 
0.8969		 2.26125 
0.897		 2.26229 
0.8971		 2.26333 
0.8972		 2.26437 
0.8973		 2.26541 
0.8974		 2.26645 
0.8975		 2.2675 
0.8976		 2.26855 
0.8977		 2.2696 
0.8978		 2.27065 
0.8979		 2.2717 
0.898		 2.27275 
0.8981		 2.27381 
0.8982		 2.27486 
0.8983		 2.27592 
0.8984		 2.27698 
0.8985		 2.27804 
0.8986		 2.2791 
0.8987		 2.28017 
0.8988		 2.28124 
0.8989		 2.2823 
0.899		 2.28337 
0.8991		 2.28444 
0.8992		 2.28552 
0.8993		 2.28659 
0.8994		 2.28767 
0.8995		 2.28874 
0.8996		 2.28982 
0.8997		 2.2909 
0.8998		 2.29199 
0.8999		 2.29307 
0.9		 2.29416 
0.9001		 2.29524 
0.9002		 2.29633 
0.9003		 2.29742 
0.9004		 2.29852 
0.9005		 2.29961 
0.9006		 2.30071 
0.9007		 2.30181 
0.9008		 2.3029 
0.9009		 2.30401 
0.901		 2.30511 
0.9011		 2.30621 
0.9012		 2.30732 
0.9013		 2.30843 
0.9014		 2.30954 
0.9015		 2.31065 
0.9016		 2.31176 
0.9017		 2.31288 
0.9018		 2.31399 
0.9019		 2.31511 
0.902		 2.31623 
0.9021		 2.31735 
0.9022		 2.31848 
0.9023		 2.3196 
0.9024		 2.32073 
0.9025		 2.32186 
0.9026		 2.32299 
0.9027		 2.32412 
0.9028		 2.32525 
0.9029		 2.32639 
0.903		 2.32753 
0.9031		 2.32867 
0.9032		 2.32981 
0.9033		 2.33095 
0.9034		 2.3321 
0.9035		 2.33324 
0.9036		 2.33439 
0.9037		 2.33554 
0.9038		 2.33669 
0.9039		 2.33785 
0.904		 2.339 
0.9041		 2.34016 
0.9042		 2.34132 
0.9043		 2.34248 
0.9044		 2.34365 
0.9045		 2.34481 
0.9046		 2.34598 
0.9047		 2.34715 
0.9048		 2.34832 
0.9049		 2.34949 
0.905		 2.35066 
0.9051		 2.35184 
0.9052		 2.35302 
0.9053		 2.3542 
0.9054		 2.35538 
0.9055		 2.35657 
0.9056		 2.35775 
0.9057		 2.35894 
0.9058		 2.36013 
0.9059		 2.36132 
0.906		 2.36252 
0.9061		 2.36371 
0.9062		 2.36491 
0.9063		 2.36611 
0.9064		 2.36731 
0.9065		 2.36851 
0.9066		 2.36972 
0.9067		 2.37093 
0.9068		 2.37214 
0.9069		 2.37335 
0.907		 2.37456 
0.9071		 2.37578 
0.9072		 2.37699 
0.9073		 2.37821 
0.9074		 2.37943 
0.9075		 2.38066 
0.9076		 2.38188 
0.9077		 2.38311 
0.9078		 2.38434 
0.9079		 2.38557 
0.908		 2.3868 
0.9081		 2.38804 
0.9082		 2.38928 
0.9083		 2.39052 
0.9084		 2.39176 
0.9085		 2.393 
0.9086		 2.39425 
0.9087		 2.3955 
0.9088		 2.39675 
0.9089		 2.398 
0.909		 2.39925 
0.9091		 2.40051 
0.9092		 2.40177 
0.9093		 2.40303 
0.9094		 2.40429 
0.9095		 2.40556 
0.9096		 2.40683 
0.9097		 2.40809 
0.9098		 2.40937 
0.9099		 2.41064 
0.91		 2.41192 
0.9101		 2.41319 
0.9102		 2.41447 
0.9103		 2.41576 
0.9104		 2.41704 
0.9105		 2.41833 
0.9106		 2.41962 
0.9107		 2.42091 
0.9108		 2.4222 
0.9109		 2.4235 
0.911		 2.42479 
0.9111		 2.42609 
0.9112		 2.42739 
0.9113		 2.4287 
0.9114		 2.43001 
0.9115		 2.43131 
0.9116		 2.43263 
0.9117		 2.43394 
0.9118		 2.43526 
0.9119		 2.43657 
0.912		 2.43789 
0.9121		 2.43922 
0.9122		 2.44054 
0.9123		 2.44187 
0.9124		 2.4432 
0.9125		 2.44453 
0.9126		 2.44586 
0.9127		 2.4472 
0.9128		 2.44854 
0.9129		 2.44988 
0.913		 2.45122 
0.9131		 2.45257 
0.9132		 2.45392 
0.9133		 2.45527 
0.9134		 2.45662 
0.9135		 2.45798 
0.9136		 2.45933 
0.9137		 2.46069 
0.9138		 2.46206 
0.9139		 2.46342 
0.914		 2.46479 
0.9141		 2.46616 
0.9142		 2.46753 
0.9143		 2.46891 
0.9144		 2.47028 
0.9145		 2.47166 
0.9146		 2.47305 
0.9147		 2.47443 
0.9148		 2.47582 
0.9149		 2.47721 
0.915		 2.4786 
0.9151		 2.47999 
0.9152		 2.48139 
0.9153		 2.48279 
0.9154		 2.48419 
0.9155		 2.4856 
0.9156		 2.487 
0.9157		 2.48841 
0.9158		 2.48983 
0.9159		 2.49124 
0.916		 2.49266 
0.9161		 2.49408 
0.9162		 2.4955 
0.9163		 2.49693 
0.9164		 2.49835 
0.9165		 2.49978 
0.9166		 2.50122 
0.9167		 2.50265 
0.9168		 2.50409 
0.9169		 2.50553 
0.917		 2.50697 
0.9171		 2.50842 
0.9172		 2.50987 
0.9173		 2.51132 
0.9174		 2.51278 
0.9175		 2.51423 
0.9176		 2.51569 
0.9177		 2.51715 
0.9178		 2.51862 
0.9179		 2.52009 
0.918		 2.52156 
0.9181		 2.52303 
0.9182		 2.52451 
0.9183		 2.52598 
0.9184		 2.52747 
0.9185		 2.52895 
0.9186		 2.53044 
0.9187		 2.53193 
0.9188		 2.53342 
0.9189		 2.53492 
0.919		 2.53641 
0.9191		 2.53791 
0.9192		 2.53942 
0.9193		 2.54092 
0.9194		 2.54243 
0.9195		 2.54395 
0.9196		 2.54546 
0.9197		 2.54698 
0.9198		 2.5485 
0.9199		 2.55002 
0.92		 2.55155 
0.9201		 2.55308 
0.9202		 2.55461 
0.9203		 2.55615 
0.9204		 2.55769 
0.9205		 2.55923 
0.9206		 2.56077 
0.9207		 2.56232 
0.9208		 2.56387 
0.9209		 2.56543 
0.921		 2.56698 
0.9211		 2.56854 
0.9212		 2.5701 
0.9213		 2.57167 
0.9214		 2.57324 
0.9215		 2.57481 
0.9216		 2.57638 
0.9217		 2.57796 
0.9218		 2.57954 
0.9219		 2.58113 
0.922		 2.58271 
0.9221		 2.5843 
0.9222		 2.5859 
0.9223		 2.58749 
0.9224		 2.58909 
0.9225		 2.59069 
0.9226		 2.5923 
0.9227		 2.59391 
0.9228		 2.59552 
0.9229		 2.59713 
0.923		 2.59875 
0.9231		 2.60037 
0.9232		 2.602 
0.9233		 2.60363 
0.9234		 2.60526 
0.9235		 2.60689 
0.9236		 2.60853 
0.9237		 2.61017 
0.9238		 2.61182 
0.9239		 2.61346 
0.924		 2.61511 
0.9241		 2.61677 
0.9242		 2.61843 
0.9243		 2.62009 
0.9244		 2.62175 
0.9245		 2.62342 
0.9246		 2.62509 
0.9247		 2.62676 
0.9248		 2.62844 
0.9249		 2.63012 
0.925		 2.63181 
0.9251		 2.63349 
0.9252		 2.63519 
0.9253		 2.63688 
0.9254		 2.63858 
0.9255		 2.64028 
0.9256		 2.64199 
0.9257		 2.64369 
0.9258		 2.64541 
0.9259		 2.64712 
0.926		 2.64884 
0.9261		 2.65056 
0.9262		 2.65229 
0.9263		 2.65402 
0.9264		 2.65575 
0.9265		 2.65749 
0.9266		 2.65923 
0.9267		 2.66098 
0.9268		 2.66272 
0.9269		 2.66448 
0.927		 2.66623 
0.9271		 2.66799 
0.9272		 2.66975 
0.9273		 2.67152 
0.9274		 2.67329 
0.9275		 2.67506 
0.9276		 2.67684 
0.9277		 2.67862 
0.9278		 2.6804 
0.9279		 2.68219 
0.928		 2.68399 
0.9281		 2.68578 
0.9282		 2.68758 
0.9283		 2.68939 
0.9284		 2.69119 
0.9285		 2.693 
0.9286		 2.69482 
0.9287		 2.69664 
0.9288		 2.69846 
0.9289		 2.70029 
0.929		 2.70212 
0.9291		 2.70396 
0.9292		 2.70579 
0.9293		 2.70764 
0.9294		 2.70948 
0.9295		 2.71133 
0.9296		 2.71319 
0.9297		 2.71505 
0.9298		 2.71691 
0.9299		 2.71878 
0.93		 2.72065 
0.9301		 2.72252 
0.9302		 2.7244 
0.9303		 2.72628 
0.9304		 2.72817 
0.9305		 2.73006 
0.9306		 2.73196 
0.9307		 2.73386 
0.9308		 2.73576 
0.9309		 2.73767 
0.931		 2.73958 
0.9311		 2.7415 
0.9312		 2.74342 
0.9313		 2.74534 
0.9314		 2.74727 
0.9315		 2.74921 
0.9316		 2.75114 
0.9317		 2.75309 
0.9318		 2.75503 
0.9319		 2.75698 
0.932		 2.75894 
0.9321		 2.7609 
0.9322		 2.76286 
0.9323		 2.76483 
0.9324		 2.7668 
0.9325		 2.76878 
0.9326		 2.77076 
0.9327		 2.77275 
0.9328		 2.77474 
0.9329		 2.77673 
0.933		 2.77873 
0.9331		 2.78074 
0.9332		 2.78274 
0.9333		 2.78476 
0.9334		 2.78678 
0.9335		 2.7888 
0.9336		 2.79083 
0.9337		 2.79286 
0.9338		 2.79489 
0.9339		 2.79693 
0.934		 2.79898 
0.9341		 2.80103 
0.9342		 2.80309 
0.9343		 2.80515 
0.9344		 2.80721 
0.9345		 2.80928 
0.9346		 2.81135 
0.9347		 2.81343 
0.9348		 2.81552 
0.9349		 2.81761 
0.935		 2.8197 
0.9351		 2.8218 
0.9352		 2.8239 
0.9353		 2.82601 
0.9354		 2.82812 
0.9355		 2.83024 
0.9356		 2.83237 
0.9357		 2.83449 
0.9358		 2.83663 
0.9359		 2.83877 
0.936		 2.84091 
0.9361		 2.84306 
0.9362		 2.84521 
0.9363		 2.84737 
0.9364		 2.84953 
0.9365		 2.8517 
0.9366		 2.85388 
0.9367		 2.85606 
0.9368		 2.85824 
0.9369		 2.86043 
0.937		 2.86263 
0.9371		 2.86483 
0.9372		 2.86703 
0.9373		 2.86925 
0.9374		 2.87146 
0.9375		 2.87368 
0.9376		 2.87591 
0.9377		 2.87815 
0.9378		 2.88038 
0.9379		 2.88263 
0.938		 2.88488 
0.9381		 2.88713 
0.9382		 2.88939 
0.9383		 2.89166 
0.9384		 2.89393 
0.9385		 2.89621 
0.9386		 2.89849 
0.9387		 2.90078 
0.9388		 2.90307 
0.9389		 2.90537 
0.939		 2.90768 
0.9391		 2.90999 
0.9392		 2.91231 
0.9393		 2.91463 
0.9394		 2.91696 
0.9395		 2.91929 
0.9396		 2.92163 
0.9397		 2.92398 
0.9398		 2.92633 
0.9399		 2.92869 
0.94		 2.93105 
0.9401		 2.93342 
0.9402		 2.9358 
0.9403		 2.93818 
0.9404		 2.94057 
0.9405		 2.94296 
0.9406		 2.94536 
0.9407		 2.94777 
