JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456370.205251,16.25,0.04,,V,NLX,,Ensemble,144,10401FZM," 	Mag median sum 3x120s Ap=5/24/34 1px=1.1&quot; ",0,1.62,Z,,14.44,,SN 2013E,AAVSO,STD,,,,
2456371.104745,15.983,0.028,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.070,Z,,13.233,,SN 2013E,AAVSO,STD,,,,
2456372.57431,16.8,,,Vis.,STI,,164,,10633PF,"""Slooh, Tenerife""",,,Z,,,,SN 2013E,AAVSO,STD,,,,
2456374.135637,16.337,0.055,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.184,Z,,13.447,,SN 2013E,AAVSO,STD,,,,
2456378.175843,17.5,0.2,,B,NLX,,Ensemble,144,10401FZM," 	Mag median sum 4x120s ",0,1.54,Z,,15.03,,SN 2013E,AAVSO,STD,,,,
2456378.182172,16.40,0.07,,V,NLX,,Ensemble,144,10401FZM," 	Mag median sum 4x120s ",0,1.60,Z,,14.44,,SN 2013E,AAVSO,STD,,,,
2456380.945405,16.316,0.036,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.054,Z,,13.237,,SN 2013E,AAVSO,STD,,,,
2456382.46572,16.6,,,TG,TYS,K,164,172,10401GDM,,,,Z,,,,SN 2013E,AAVSO,STD,,,,
2456383.048310,16.495,0.124,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.030,Z,,13.282,,SN 2013E,AAVSO,STD,,,,
2456383.163315,17.25,0.09,,B,NLX,,Ensemble,144,10401FZM," 	Mag median sum 4x120s ",0,1.55,Z,,15.07,,SN 2013E,AAVSO,STD,,,,
2456383.169761,16.45,0.05,,V,NLX,,Ensemble,144,10401FZM," 	Mag median sum 4x120s ",0,1.61,Z,,14.45,,SN 2013E,AAVSO,STD,,,,
2456384.029468,16.544,0.117,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.013,Z,,13.307,,SN 2013E,AAVSO,STD,,,,
2456386.069630,16.674,0.067,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.083,Z,,13.221,,SN 2013E,AAVSO,STD,,,,
